"transactionid","operationid","transactiontype","senderid","recipientid","tokenamount","transferaction","message","createdat","transactioncategory"
"2aaccd72-6cd9-46fe-bd53-591365714464","407fbef3-c7df-45e0-b575-ef8c3fc5cc21","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","1bea1cff-d214-4595-a316-7df8a7afb8f1","163.6200000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:51.111879","P2P_TRANSFER"
"4360ec66-5555-4f85-818f-6319084a82a4","6411906e-a605-4e8d-9c63-fc1b531a4324","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","1.7800000000","BURN_FEE",NULL,"2025-09-02 13:16:51.093759","FEE"
"30c4fe42-0dc0-4fff-93f9-03922c93b929","6411906e-a605-4e8d-9c63-fc1b531a4324","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","3.5600000000","PEER_FEE",NULL,"2025-09-02 13:16:51.085343","FEE"
"13898a0d-6f07-4aa9-bcac-40ba315cec9d","6411906e-a605-4e8d-9c63-fc1b531a4324","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","1.7800000000","INVITER_FEE",NULL,"2025-09-02 13:16:51.068782","FEE"
"f2555b7c-df79-4cbb-b7f4-f76f111435ef","6411906e-a605-4e8d-9c63-fc1b531a4324","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","4129b5ed-20bf-4521-a5f8-2e7867e8efee","179.7800000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:51.05794","P2P_TRANSFER"
"d19b1397-2651-4c07-965d-9163c590d646","818b677c-3045-4c41-8cb4-1b6d04aa4699","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","2.0000000000","BURN_FEE",NULL,"2025-09-02 13:16:51.036958","FEE"
"ed51fa9d-9a6e-4d9a-98c9-5abe55554ead","818b677c-3045-4c41-8cb4-1b6d04aa4699","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","4.0000000000","PEER_FEE",NULL,"2025-09-02 13:16:51.028524","FEE"
"a01ac8ee-81b8-4eb6-923a-b20017f14ce3","818b677c-3045-4c41-8cb4-1b6d04aa4699","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","2.0000000000","INVITER_FEE",NULL,"2025-09-02 13:16:51.011447","FEE"
"4f527bf7-0d7d-4310-bdd6-25d56de64e0b","818b677c-3045-4c41-8cb4-1b6d04aa4699","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","3125f299-a362-4a39-a13a-6dc93a7e482e","202.0000000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:51.002512","P2P_TRANSFER"
"5a551856-5a62-4650-960f-031681abad24","2bf67974-f0d1-4a35-99cc-b37b0237cf74","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","2.0600000000","BURN_FEE",NULL,"2025-09-02 13:16:50.984393","FEE"
"c6e48fd0-b050-4354-97b5-2a93d5725226","2bf67974-f0d1-4a35-99cc-b37b0237cf74","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","4.1200000000","PEER_FEE",NULL,"2025-09-02 13:16:50.975815","FEE"
"74842f0f-7aff-46dd-bfcf-802db889295f","2bf67974-f0d1-4a35-99cc-b37b0237cf74","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","2.0600000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.958623","FEE"
"fa2d624a-7416-45c0-aa3c-b980f4693ce3","2bf67974-f0d1-4a35-99cc-b37b0237cf74","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","9e95b3b5-7b72-4e6a-a1e3-d9c15c1bb9e0","208.0600000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.949593","P2P_TRANSFER"
"8d37b219-2166-4028-ba7d-47f7a9f2d346","e5041152-132a-4a61-8457-bb9279012cbc","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","2.7100000000","BURN_FEE",NULL,"2025-09-02 13:16:50.93003","FEE"
"dffc8770-4693-4f80-88a1-9c31ec70a796","e5041152-132a-4a61-8457-bb9279012cbc","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","5.4200000000","PEER_FEE",NULL,"2025-09-02 13:16:50.919136","FEE"
"e7fcba24-b360-437b-bad2-fa53e38af804","e5041152-132a-4a61-8457-bb9279012cbc","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","2.7100000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.900854","FEE"
"b25650ba-08ff-4cf4-9ff8-6211dd731bbd","e5041152-132a-4a61-8457-bb9279012cbc","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","123701b5-d78c-482a-9fcf-126cf7e09a69","273.7100000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.89139","P2P_TRANSFER"
"98b70bf6-49c9-4450-93a4-7e00c4ef945f","9b95d920-9b5e-494e-bdb3-8e51de42765b","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","3.0000000000","BURN_FEE",NULL,"2025-09-02 13:16:50.872013","FEE"
"358c33a6-c342-4ee2-9d10-146d4ab60142","9b95d920-9b5e-494e-bdb3-8e51de42765b","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","6.0000000000","PEER_FEE",NULL,"2025-09-02 13:16:50.863129","FEE"
"7d491477-9d82-4e18-a4a5-b8d591975afa","9b95d920-9b5e-494e-bdb3-8e51de42765b","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","3.0000000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.845341","FEE"
"b0fd8382-7eea-4a96-96cf-26cf1acbf856","9b95d920-9b5e-494e-bdb3-8e51de42765b","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","e714234e-89a9-4733-b1d0-c665388c9f5a","303.0000000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.833639","P2P_TRANSFER"
"2f59eeeb-68a4-4151-ae27-7eeaa7237230","f7cb8a59-72da-434c-afbe-84a97ecb1e81","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","3.0600000000","BURN_FEE",NULL,"2025-09-02 13:16:50.813025","FEE"
"aeadd4b9-d31b-40d3-b551-332e522d14fd","f7cb8a59-72da-434c-afbe-84a97ecb1e81","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","6.1200000000","PEER_FEE",NULL,"2025-09-02 13:16:50.803748","FEE"
"8a955bbd-a38c-44cb-9530-79288b86c85b","f7cb8a59-72da-434c-afbe-84a97ecb1e81","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","3.0600000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.785999","FEE"
"1f9ea716-4565-4f3f-8196-25f204c31b39","f7cb8a59-72da-434c-afbe-84a97ecb1e81","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","2314ed7b-e568-4be3-a1cd-0ab6a3e3b43c","309.0600000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.777188","P2P_TRANSFER"
"78e08c1f-6f9b-4bd8-ac4b-8f55bb3da679","6bff7b23-982d-46e8-826b-7b4ada8e2702","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","4.0000000000","BURN_FEE",NULL,"2025-09-02 13:16:50.757251","FEE"
"56fce236-2977-4368-b3ed-6f0cc13b4f1d","6bff7b23-982d-46e8-826b-7b4ada8e2702","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","8.0000000000","PEER_FEE",NULL,"2025-09-02 13:16:50.747311","FEE"
"67995e26-7b4c-4a31-969a-6d7c29ceb76f","6bff7b23-982d-46e8-826b-7b4ada8e2702","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","4.0000000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.728604","FEE"
"5479227e-80a6-4b6e-86a1-140930497f1a","6bff7b23-982d-46e8-826b-7b4ada8e2702","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","8dda902b-7c7c-446e-9e75-a1297494e671","404.0000000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.714881","P2P_TRANSFER"
"7e26e121-cafe-4195-9b68-d937c5dc429f","3796baea-d198-4fc9-994e-5246235a7bfc","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","4.5500000000","BURN_FEE",NULL,"2025-09-02 13:16:50.693669","FEE"
"2ae6e46f-398e-4e71-b190-96ba31d613b3","3796baea-d198-4fc9-994e-5246235a7bfc","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","9.1000000000","PEER_FEE",NULL,"2025-09-02 13:16:50.684724","FEE"
"c2fc11c5-84cf-44d7-8c08-78f078299830","3796baea-d198-4fc9-994e-5246235a7bfc","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","4.5500000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.667385","FEE"
"c772e5ca-9a57-4881-9c72-f0ab552c6e2c","3796baea-d198-4fc9-994e-5246235a7bfc","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","e03b8f19-5c37-4a07-8109-d61b624aef6b","459.5500000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.658466","P2P_TRANSFER"
"f8c71a52-5b96-49ec-97be-6aafaa79359b","0c2fc044-0965-41b3-9e04-4ab677129f45","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","5.0000000000","BURN_FEE",NULL,"2025-09-02 13:16:50.63892","FEE"
"a5c7831a-3df3-4036-baec-26a40f87edda","0c2fc044-0965-41b3-9e04-4ab677129f45","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","10.0000000000","PEER_FEE",NULL,"2025-09-02 13:16:50.629766","FEE"
"7228183e-b491-4806-a5f7-e7a9fb0ab66a","0c2fc044-0965-41b3-9e04-4ab677129f45","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","5.0000000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.611444","FEE"
"da030969-d11f-423d-aec2-a19d4d878d52","0c2fc044-0965-41b3-9e04-4ab677129f45","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","ca5d49f9-442d-4719-ab37-179d28e6a670","505.0000000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.602469","P2P_TRANSFER"
"3515ab67-7090-4ef3-8a48-944ab4aa1906","c28b3073-dc00-446a-a2d9-a58bdf6c5f1e","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","5.1800000000","BURN_FEE",NULL,"2025-09-02 13:16:50.583788","FEE"
"c74d6370-a4f0-4aa3-885f-67ce395be08b","c28b3073-dc00-446a-a2d9-a58bdf6c5f1e","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","10.3600000000","PEER_FEE",NULL,"2025-09-02 13:16:50.575741","FEE"
"17c4ca22-4166-49b7-90c1-985d38213b4a","c28b3073-dc00-446a-a2d9-a58bdf6c5f1e","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","5.1800000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.559464","FEE"
"a8714063-6a68-4e09-bb06-b0e43320a6e2","c28b3073-dc00-446a-a2d9-a58bdf6c5f1e","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","680ac953-9593-45fb-924f-2c7bcfe9482b","523.1800000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.550367","P2P_TRANSFER"
"9e6992da-cfd7-4972-97c3-50eec532fb4d","737347d4-9eca-4e57-a2dd-615c6a508cb8","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","5.8200000000","BURN_FEE",NULL,"2025-09-02 13:16:50.531172","FEE"
"a9fd5936-8d05-4dc7-b555-e7817112411b","737347d4-9eca-4e57-a2dd-615c6a508cb8","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","11.6400000000","PEER_FEE",NULL,"2025-09-02 13:16:50.521744","FEE"
"05741e4f-6db2-4463-8af2-a91db518af28","737347d4-9eca-4e57-a2dd-615c6a508cb8","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","5.8200000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.502372","FEE"
"c313cf12-db4b-4a34-99b6-98e73277bdbd","737347d4-9eca-4e57-a2dd-615c6a508cb8","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","212fe998-ff5a-468b-a4c7-166347d7cf87","587.8200000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.492956","P2P_TRANSFER"
"6572330b-5b2b-410e-bafc-87573e682d3d","697a860b-86ed-426d-a220-1b042914983f","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","6.4400000000","BURN_FEE",NULL,"2025-09-02 13:16:50.474294","FEE"
"5a5d9ff3-657e-4113-9d7b-f791f67d2663","697a860b-86ed-426d-a220-1b042914983f","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","12.8800000000","PEER_FEE",NULL,"2025-09-02 13:16:50.465843","FEE"
"a628f699-d8f7-4763-a73d-f428daa88191","697a860b-86ed-426d-a220-1b042914983f","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","6.4400000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.449168","FEE"
"0bc3886b-b243-417a-9922-d420416f44a1","697a860b-86ed-426d-a220-1b042914983f","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","d36520e2-c4d3-44be-9d74-dccca9944142","650.4400000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.440764","P2P_TRANSFER"
"10695508-93ed-47aa-a8ba-77ef742b0f42","5ef744ba-4c07-4a85-9250-761a88f975f8","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","7.7000000000","BURN_FEE",NULL,"2025-09-02 13:16:50.421991","FEE"
"0c95674e-8d8f-45e0-91f4-4d6bafceb785","5ef744ba-4c07-4a85-9250-761a88f975f8","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","15.4000000000","PEER_FEE",NULL,"2025-09-02 13:16:50.413517","FEE"
"8367f4a8-8d32-4ec8-9238-3760025bef8f","5ef744ba-4c07-4a85-9250-761a88f975f8","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","7.7000000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.396237","FEE"
"1f2cfb6c-3070-497d-a722-79155dc6f46c","5ef744ba-4c07-4a85-9250-761a88f975f8","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","93d2a697-2a28-416d-b6c9-df56d3bb945e","777.7000000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.387195","P2P_TRANSFER"
"9222356e-108d-415e-a896-435b712d8019","1909ef08-8ab6-41a2-b8ba-4a7ef82dc72e","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","13.1100000000","BURN_FEE",NULL,"2025-09-02 13:16:50.368163","FEE"
"6d5809a6-31a8-4aa4-a164-6fde556e9b04","1909ef08-8ab6-41a2-b8ba-4a7ef82dc72e","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","26.2200000000","PEER_FEE",NULL,"2025-09-02 13:16:50.359344","FEE"
"4c0f72f1-d7b7-48b2-8254-0e653c3a1ab0","1909ef08-8ab6-41a2-b8ba-4a7ef82dc72e","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","13.1100000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.341422","FEE"
"8c4a120d-798a-40f7-8af1-44f1c30d8805","1909ef08-8ab6-41a2-b8ba-4a7ef82dc72e","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","3586265b-dcd6-4f18-b17f-1fb9fdc6e5cc","1324.1100000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.332091","P2P_TRANSFER"
"a79e9e2a-bddd-405e-8468-0e206d94ffd1","2cbeaef2-9528-41aa-8d9c-2ccbc23eae64","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","13.2100000000","BURN_FEE",NULL,"2025-09-02 13:16:50.311642","FEE"
"f996f199-5ed0-44f5-98a7-2e2b09f2a0e8","2cbeaef2-9528-41aa-8d9c-2ccbc23eae64","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","26.4200000000","PEER_FEE",NULL,"2025-09-02 13:16:50.302952","FEE"
"2ab25019-fe7f-42c4-924a-e23b21d68871","2cbeaef2-9528-41aa-8d9c-2ccbc23eae64","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","13.2100000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.284867","FEE"
"b605357f-9320-4500-a385-f97a175e226d","2cbeaef2-9528-41aa-8d9c-2ccbc23eae64","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","66b359a8-fa1e-439a-b384-7fe5b7adb57a","1334.2100000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.274162","P2P_TRANSFER"
"4c1219cd-d645-44f7-b43b-32c54d349938","8a2328ee-f9bc-466f-8426-a8beca99f7b8","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","18.0000000000","BURN_FEE",NULL,"2025-09-02 13:16:50.253601","FEE"
"634e4db9-1221-4eb0-a190-842a85745485","8a2328ee-f9bc-466f-8426-a8beca99f7b8","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","36.0000000000","PEER_FEE",NULL,"2025-09-02 13:16:50.242819","FEE"
"68211820-9406-49c2-83e9-a732d994ea19","8a2328ee-f9bc-466f-8426-a8beca99f7b8","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","18.0000000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.224078","FEE"
"320995a4-3f08-4f64-9b88-91d92eaaec2b","8a2328ee-f9bc-466f-8426-a8beca99f7b8","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","2f29a7c7-4eef-4476-921c-aa3b7b580c8e","1818.0000000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.21523","P2P_TRANSFER"
"397d2296-c9ec-4610-bccb-25c5a996e47c","0493b8a8-3e88-49eb-a820-297cef7cf714","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","23.3300000000","BURN_FEE",NULL,"2025-09-02 13:16:50.196102","FEE"
"fab93699-7f83-4cd5-b28d-871ce31c4a9e","0493b8a8-3e88-49eb-a820-297cef7cf714","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","46.6600000000","PEER_FEE",NULL,"2025-09-02 13:16:50.187442","FEE"
"54122df6-b9e8-46bb-a691-1c11c67c6b0f","0493b8a8-3e88-49eb-a820-297cef7cf714","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","23.3300000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.169288","FEE"
"6c6253ff-3474-4acf-b258-142870709a5f","0493b8a8-3e88-49eb-a820-297cef7cf714","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","42f790aa-6898-4f16-89ca-c77e6052dfe8","2356.3300000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.158748","P2P_TRANSFER"
"88459278-60c0-4915-9cf9-21c628940a7d","8017b56c-ce29-4e14-8b2f-89e86cf58033","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","26.3700000000","BURN_FEE",NULL,"2025-09-02 13:16:50.139607","FEE"
"7028295a-4552-4eaf-82a2-4f5e80948aaf","8017b56c-ce29-4e14-8b2f-89e86cf58033","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","52.7400000000","PEER_FEE",NULL,"2025-09-02 13:16:50.130644","FEE"
"c528d027-9aeb-4068-9fc6-063f64799ca0","8017b56c-ce29-4e14-8b2f-89e86cf58033","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","26.3700000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.113554","FEE"
"e7c2cedd-f2d1-47e7-bbce-ae81bd230081","8017b56c-ce29-4e14-8b2f-89e86cf58033","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","8ef9c72e-ff7f-4fca-b721-689fc52ec622","2663.3700000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.102562","P2P_TRANSFER"
"2f0b3815-e88e-4128-9b18-88f64b8973d6","de8cb155-0b67-4a3a-9c29-06759ca8c73d","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","29.4100000000","BURN_FEE",NULL,"2025-09-02 13:16:50.083613","FEE"
"ed7105be-538c-4036-954f-804a4f3db4f9","de8cb155-0b67-4a3a-9c29-06759ca8c73d","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","58.8200000000","PEER_FEE",NULL,"2025-09-02 13:16:50.075093","FEE"
"18605abc-b731-4ca4-8e3b-f90fa5db27ee","de8cb155-0b67-4a3a-9c29-06759ca8c73d","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","29.4100000000","INVITER_FEE",NULL,"2025-09-02 13:16:50.057538","FEE"
"26c3b864-4f67-4a2e-8cf9-624b24ee1d0c","de8cb155-0b67-4a3a-9c29-06759ca8c73d","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","e10adfd5-2a3e-4c14-a964-8ba879abe47c","2970.4100000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:50.048633","P2P_TRANSFER"
"e4631f09-eb58-445c-9d81-4f1a0c1c4851","5a2655d0-92dd-4180-a45d-1455dfc6a2a9","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","33.2300000000","BURN_FEE",NULL,"2025-09-02 13:16:50.02896","FEE"
"4cc08467-3871-4f63-b9e9-c6788c9a02cd","5a2655d0-92dd-4180-a45d-1455dfc6a2a9","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","66.4600000000","PEER_FEE",NULL,"2025-09-02 13:16:50.01965","FEE"
"8490583f-a110-4d25-bb7a-fb859896b000","5a2655d0-92dd-4180-a45d-1455dfc6a2a9","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","33.2300000000","INVITER_FEE",NULL,"2025-09-02 13:16:49.998877","FEE"
"54d39a01-3af4-41f6-b5b7-3470240e7445","5a2655d0-92dd-4180-a45d-1455dfc6a2a9","transferSenderToRecipient","2736677b-57b8-4ee2-87fe-24ed975e55a6","c3419511-7c24-4839-ba6c-c7332fe082ed","3356.2300000000","CREDIT","Alpha Token Migration","2025-09-02 13:16:49.98875","P2P_TRANSFER"
"e581c11f-dac5-4c21-9e5d-dcf861ddc353","157f260c-27a8-47c0-81c3-e559f551b6e1","transferSenderToBurnWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","7e0b2d21-d2b0-4af5-8b73-5f8efc04b000","35.7900000000","BURN_FEE",NULL,"2025-09-02 13:16:49.968213","FEE"
"ce3c403f-22be-4fe4-a9ec-4f33232b566e","157f260c-27a8-47c0-81c3-e559f551b6e1","transferSenderToPeerWallet","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","71.5800000000","PEER_FEE",NULL,"2025-09-02 13:16:49.959658","FEE"
"5c602693-f7ea-4582-b4af-63332633d69f","157f260c-27a8-47c0-81c3-e559f551b6e1","transferSenderToInviter","2736677b-57b8-4ee2-87fe-24ed975e55a6","85d5f836-b1f5-4c4e-9381-1b058e13df93","35.7900000000","INVITER_FEE",NULL,"2025-09-02 13:16:49.941398","FEE"
